t,mass_est,comx,comy,comz,pitch,roll,gyro0,gyro1,gyro2,grav0,grav1,grav2,cmd0,cmd1,cmd2,q0,q1,q2,q3,q4,q5,q6,q7,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,act0,act1,act2,act3,act4,act5,act6,act7
41.06348,0.03082,0.00007,0.00009,0.00044,0.02276,-0.00869,-0.02585,-0.21195,0.36853,0.01936,0.01478,-0.99970,0.00000,0.00000,0.50000,-0.00774,0.33716,0.74834,-0.30550,-0.10543,-0.28516,-0.65277,-1.93180,-0.01000,0.00000,0.03000,0.92000,0.00000,0.00000,0.02000,1.80000,-0.32922,1.23814,0.92984,1.92511,0.21682,-1.76923,-0.81812,7.21021
41.08346,0.03122,0.00007,0.00008,0.00045,0.01901,-0.01023,-0.02825,-0.20423,0.36347,0.01544,0.01508,-0.99977,0.00000,0.00000,0.50000,-0.00774,0.33706,0.74864,-0.28730,-0.10523,-0.28516,-0.65287,-1.89320,0.00000,-0.04000,0.02000,0.73000,0.03000,-0.02000,0.00000,1.83000,-0.33121,1.24436,0.92899,1.90285,0.22179,-1.75441,-0.83479,7.14595
41.10346,0.03106,0.00006,0.00008,0.00045,0.01527,-0.01191,-0.03970,-0.20423,0.36534,0.01150,0.01558,-0.99981,0.00000,0.00000,0.50000,-0.00774,0.33686,0.74874,-0.26800,-0.10483,-0.28506,-0.65287,-1.85320,0.00000,-0.03000,0.02000,0.80000,0.04000,0.00000,0.00000,1.91000,-0.33452,1.23338,0.93348,1.87900,0.22408,-1.75134,-0.84871,7.03022
41.12344,0.03146,0.00006,0.00009,0.00046,0.01166,-0.01374,-0.05195,-0.18932,0.38824,0.00765,0.01631,-0.99984,0.00000,0.00000,0.50000,-0.00764,0.33576,0.74884,-0.24760,-0.10393,-0.28496,-0.65297,-1.81360,0.01000,-0.03000,0.03000,0.95000,0.03000,0.02000,0.00000,1.98000,-0.33672,1.22797,0.93252,1.80342,0.22075,-1.74083,-0.86998,6.87136
41.14350,0.03196,0.00005,0.00008,0.00046,0.00798,-0.01560,-0.05222,-0.18319,0.38664,0.00375,0.01712,-0.99985,0.00000,0.00000,0.50000,-0.00764,0.33446,0.74894,-0.22680,-0.10353,-0.28496,-0.65277,-1.77650,0.00000,-0.09000,0.01000,0.92000,0.01000,0.00000,0.00000,1.86000,-0.33308,1.25035,0.92060,1.66020,0.20645,-1.70502,-0.89692,6.67448
41.16329,0.03350,0.00005,0.00009,0.00048,0.00500,-0.01718,-0.04343,-0.14724,0.43511,0.00061,0.01789,-0.99984,0.00000,0.00000,0.50000,-0.00764,0.33096,0.74894,-0.20390,-0.10313,-0.28476,-0.65287,-1.73950,0.00000,-0.16000,0.00000,1.12000,0.04000,0.02000,0.01000,1.76000,-0.32471,1.24842,0.89687,1.45760,0.20202,-1.69544,-0.93486,6.50441
41.18351,0.03610,0.00004,0.00010,0.00049,0.00235,-0.01833,-0.03091,-0.14191,0.48331,-0.00207,0.01836,-0.99983,0.00000,0.00000,0.50000,-0.00764,0.32706,0.74884,-0.17990,-0.10303,-0.28456,-0.65287,-1.70480,0.00000,-0.26000,0.00000,1.16000,0.00000,-0.02000,0.00000,1.72000,-0.31199,1.31367,0.87016,1.17200,0.18289,-1.62437,-0.97144,6.35796
41.20358,0.03817,0.00004,0.00011,0.00051,-0.00010,-0.01959,-0.04716,-0.14937,0.50542,-0.00456,0.01905,-0.99981,0.00000,0.00000,0.50000,-0.00764,0.32306,0.74894,-0.15630,-0.10293,-0.28436,-0.65287,-1.66910,0.00000,-0.14000,0.00000,1.07000,0.00000,0.00000,0.00000,1.76000,-0.30817,1.36622,0.85595,0.87462,0.16635,-1.55930,-0.99863,6.20580
41.22327,0.03841,0.00003,0.00011,0.00051,-0.00389,-0.02122,-0.03864,-0.24844,0.44576,-0.00842,0.01986,-0.99977,0.00000,0.00000,0.50000,-0.00784,0.32216,0.74924,-0.13760,-0.10293,-0.28466,-0.65287,-1.63260,-0.03000,-0.01000,0.00000,0.76000,0.00000,-0.05000,0.00000,1.80000,-0.30843,1.39440,0.83765,0.55595,0.14627,-1.51565,-1.02285,6.00060
41.24321,0.03734,0.00003,0.00010,0.00051,-0.00782,-0.02248,-0.01360,-0.19198,0.41167,-0.01236,0.02034,-0.99972,0.00000,0.00000,0.50000,-0.00784,0.32166,0.74934,-0.12420,-0.10283,-0.28466,-0.65307,-1.59430,0.00000,-0.05000,0.00000,0.67000,0.01000,0.00000,-0.02000,1.88000,-0.30550,1.30357,0.82816,0.16189,0.16508,-1.56278,-1.07302,5.70865
41.26346,0.03584,0.00004,0.00010,0.00049,-0.01207,-0.02337,-0.00561,-0.22607,0.41194,-0.01653,0.02045,-0.99965,0.00000,0.00000,0.50000,-0.00824,0.32206,0.74934,-0.11310,-0.10283,-0.28446,-0.65297,-1.55400,-0.04000,0.02000,0.00000,0.50000,0.00000,0.00000,0.00000,1.80000,-0.29419,1.26558,0.83060,-0.37717,0.18749,-1.58357,-1.10025,5.34138
41.28329,0.03598,0.00003,0.00011,0.00050,-0.01622,-0.02422,-0.01494,-0.20343,0.41780,-0.02059,0.02062,-0.99958,0.00000,0.00000,0.50000,-0.00884,0.32196,0.74924,-0.10240,-0.10293,-0.28456,-0.65297,-1.51950,0.01000,0.00000,0.00000,0.49000,0.00000,0.00000,0.00000,1.75000,-0.29212,1.24098,0.85434,-0.89244,0.18911,-1.57799,-1.11644,4.94267
41.30350,0.03562,0.00003,0.00011,0.00050,-0.01991,-0.02536,-0.02479,-0.17920,0.42419,-0.02425,0.02123,-0.99948,0.00000,0.00000,0.50000,-0.00874,0.32186,0.74924,-0.09350,-0.10283,-0.28456,-0.65297,-1.48560,0.01000,-0.02000,0.01000,0.38000,0.02000,0.00000,0.00000,1.54000,-0.29555,1.23118,0.87087,-1.48143,0.17852,-1.56749,-1.12714,4.50867
41.32349,0.03584,0.00002,0.00011,0.00050,-0.02321,-0.02627,-0.01227,-0.17174,0.43245,-0.02747,0.02176,-0.99939,0.00000,0.00000,0.50000,-0.00874,0.32176,0.74934,-0.08660,-0.10293,-0.28466,-0.65287,-1.45600,0.00000,-0.01000,0.00000,0.27000,0.00000,0.00000,0.00000,1.48000,-0.29174,1.23412,0.86105,-2.08962,0.16598,-1.56120,-1.13988,4.11493
41.34354,0.03523,0.00002,0.00010,0.00050,-0.02625,-0.02678,-0.00268,-0.14085,0.41034,-0.03037,0.02198,-0.99930,0.00000,0.00000,0.50000,-0.00884,0.32176,0.74934,-0.08390,-0.10283,-0.28456,-0.65307,-1.42740,0.01000,0.00000,0.00000,0.03000,0.00000,0.00000,0.00000,1.36000,-0.28462,1.23336,0.85398,-2.70014,0.16221,-1.55021,-1.15496,3.70825
41.36356,0.03497,0.00002,0.00009,0.00049,-0.02868,-0.02696,0.00424,-0.11128,0.40768,-0.03261,0.02201,-0.99923,0.00000,0.00000,0.50000,-0.00874,0.32176,0.74944,-0.08490,-0.10283,-0.28446,-0.65307,-1.40340,0.01000,-0.01000,0.03000,-0.03000,0.02000,0.02000,0.00000,1.14000,-0.27361,1.20334,0.86097,-3.33410,0.16190,-1.57382,-1.15264,3.29426
41.38354,0.03515,0.00002,0.00009,0.00050,-0.03077,-0.02710,-0.00189,-0.10915,0.42020,-0.03451,0.02211,-0.99916,0.00000,0.00000,0.50000,-0.00884,0.32176,0.74994,-0.08520,-0.10293,-0.28446,-0.65297,-1.38200,0.00000,-0.01000,0.03000,-0.00000,0.01000,0.00000,0.00000,0.84000,-0.26676,1.20012,0.87667,-3.99238,0.15587,-1.58028,-1.13638,2.92106
41.40361,0.03484,0.00001,0.00009,0.00051,-0.03291,-0.02756,-0.01387,-0.11128,0.38637,-0.03651,0.02255,-0.99908,0.00000,0.00000,0.50000,-0.00874,0.32156,0.75034,-0.08680,-0.10293,-0.28456,-0.65297,-1.36420,0.00000,-0.01000,0.00000,-0.11000,0.00000,0.00000,-0.01000,0.82000,-0.26813,1.20694,0.89004,-4.69263,0.14092,-1.57311,-1.12278,2.57536
41.42357,0.03316,0.00001,0.00009,0.00049,-0.03489,-0.02776,0.01702,-0.08758,0.36107,-0.03832,0.02275,-0.99901,0.00000,0.00000,0.50000,-0.00874,0.32116,0.75034,-0.09200,-0.10293,-0.28466,-0.65297,-1.34670,0.00000,0.00000,0.00000,-0.27000,-0.01000,0.00000,0.00000,0.83000,-0.27329,1.15826,0.89857,-5.50855,0.13867,-1.60472,-1.13121,2.14364
41.44350,0.03165,0.00002,0.00009,0.00048,-0.03650,-0.02738,0.03274,-0.07773,0.35255,-0.03970,0.02244,-0.99896,0.00000,0.00000,0.50000,-0.00874,0.32056,0.75034,-0.10050,-0.10293,-0.28466,-0.65297,-1.33370,-0.01000,-0.04000,0.00000,-0.44000,-0.03000,-0.02000,0.01000,0.61000,-0.26331,1.12515,0.91733,-6.39797,0.14807,-1.62473,-1.14053,1.64039
41.46351,0.03179,0.00002,0.00009,0.00048,-0.03715,-0.02682,0.01596,-0.01541,0.36613,-0.04011,0.02211,-0.99895,0.00000,0.00000,0.50000,-0.00864,0.31946,0.75044,-0.11300,-0.10303,-0.28436,-0.65297,-1.32470,0.00000,-0.02000,0.00000,-0.69000,0.00000,-0.01000,0.00000,0.32000,-0.26013,1.10902,0.96391,-7.31000,0.14843,-1.62826,-1.12654,1.13264
41.48350,0.03338,0.00001,0.00009,0.00049,-0.03703,-0.02661,0.00211,0.03412,0.37253,-0.03981,0.02219,-0.99896,0.00000,0.00000,0.50000,-0.00864,0.31826,0.75034,-0.13030,-0.10303,-0.28446,-0.65307,-1.32300,0.01000,-0.10000,0.00000,-0.87000,0.00000,0.00000,0.02000,-0.01000,-0.25632,1.13546,1.00295,-8.16605,0.12316,-1.61189,-1.09132,0.63879
41.50351,0.03621,0.00001,0.00008,0.00050,-0.03511,-0.02599,0.02874,0.12201,0.39383,-0.03765,0.02212,-0.99905,0.00000,0.00000,0.50000,-0.00854,0.31496,0.75034,-0.15160,-0.10313,-0.28426,-0.65307,-1.32520,0.00000,-0.20000,-0.02000,-1.19000,-0.01000,0.03000,-0.01000,-0.14000,-0.24965,1.15779,1.01095,-8.96887,0.09337,-1.60357,-1.07358,0.22232
41.52348,0.03900,0.00002,0.00008,0.00051,-0.03291,-0.02512,0.03726,0.15690,0.41514,-0.03520,0.02176,-0.99914,0.00000,0.00000,0.50000,-0.00834,0.31086,0.75034,-0.17810,-0.10333,-0.28306,-0.65307,-1.32950,0.03000,-0.20000,0.00000,-1.40000,-0.02000,0.06000,0.00000,-0.20000,-0.22224,1.21782,1.00340,-9.61432,0.06612,-1.57056,-1.06292,-0.08534
41.54347,0.04175,0.00002,0.00008,0.00052,-0.02924,-0.02391,0.03220,0.20430,0.44550,-0.03123,0.02121,-0.99929,0.00000,0.00000,0.50000,-0.00834,0.30756,0.75034,-0.20980,-0.10423,-0.28156,-0.65297,-1.33360,0.00000,-0.12000,-0.01000,-1.60000,-0.06000,0.03000,0.00000,-0.24000,-0.21281,1.24445,1.02017,-10.22332,0.04410,-1.53563,-1.05478,-0.43639
41.56343,0.04550,0.00001,0.00009,0.00054,-0.02577,-0.02266,0.04499,0.22987,0.47772,-0.02750,0.02051,-0.99941,0.00000,0.00000,0.50000,-0.00844,0.30776,0.75034,-0.24570,-0.10553,-0.27886,-0.65297,-1.33780,0.00000,0.00000,0.01000,-1.81000,-0.09000,0.11000,0.00000,-0.23000,-0.19638,1.29824,1.01542,-10.69129,0.01612,-1.50115,-1.04970,-0.72976
41.58346,0.04735,0.00001,0.00010,0.00054,-0.02047,-0.02078,0.06469,0.26715,0.51181,-0.02185,0.01931,-0.99957,0.00000,0.00000,0.50000,-0.00854,0.30766,0.75034,-0.28760,-0.10703,-0.27576,-0.65307,-1.34210,0.01000,0.01000,0.00000,-2.09000,-0.07000,0.15000,0.00000,-0.25000,-0.18085,1.30938,1.00225,-10.99978,0.00907,-1.48865,-1.06532,-1.11350
41.60353,0.04980,0.00001,0.00011,0.00055,-0.01558,-0.01962,0.02262,0.29911,0.54137,-0.01672,0.01866,-0.99969,0.00000,0.00000,0.50000,-0.00854,0.30756,0.75034,-0.33190,-0.10703,-0.27226,-0.65307,-1.35100,0.00000,-0.04000,0.01000,-2.22000,0.00000,0.16000,0.00000,-0.44000,-0.15517,1.35102,0.99549,-11.01948,0.00279,-1.47573,-1.06329,-1.37887
41.62348,0.05043,0.00000,0.00011,0.00054,-0.00844,-0.01927,-0.01840,0.31855,0.49423,-0.00935,0.01884,-0.99978,0.00000,0.00000,0.50000,-0.00834,0.30626,0.75054,-0.38180,-0.10713,-0.26846,-0.65307,-1.35830,-0.01000,-0.09000,0.01000,-2.58000,0.00000,0.15000,0.01000,-0.34000,-0.14138,1.37311,0.98577,-10.96712,-0.03273,-1.45610,-1.05874,-1.62467
41.64340,0.05266,-0.00000,0.00013,0.00054,-0.00355,-0.01900,0.01276,0.22374,0.53844,-0.00429,0.01884,-0.99981,0.00000,0.00000,0.50000,-0.00794,0.30666,0.75064,-0.43800,-0.10723,-0.26646,-0.65297,-1.36930,0.04000,0.04000,0.00000,-2.66000,0.00000,0.06000,0.01000,-0.64000,-0.11904,1.36455,0.93202,-10.72653,-0.04954,-1.50611,-1.06207,-1.69400
41.66347,0.05143,0.00000,0.00015,0.00052,0.00151,-0.01794,0.02954,0.23466,0.58798,0.00104,0.01797,-0.99984,0.00000,0.00000,0.50000,-0.00724,0.30796,0.75064,-0.48820,-0.10743,-0.26636,-0.65307,-1.38250,0.01000,0.06000,0.02000,-2.51000,-0.02000,0.01000,-0.01000,-0.71000,-0.11013,1.37897,0.90720,-10.47309,-0.03481,-1.46599,-1.09731,-1.76753
41.68349,0.05188,-0.00000,0.00017,0.00052,0.00590,-0.01749,0.00584,0.27061,0.61887,0.00563,0.01758,-0.99983,0.00000,0.00000,0.50000,-0.00734,0.30786,0.75054,-0.54500,-0.10773,-0.26566,-0.65297,-1.39980,0.00000,-0.01000,0.02000,-2.54000,-0.01000,0.01000,0.01000,-0.73000,-0.09484,1.42271,0.92199,-10.15254,-0.03905,-1.43531,-1.08018,-1.75024
41.70345,0.05181,-0.00001,0.00018,0.00051,0.01155,-0.01745,-0.00854,0.22401,0.64683,0.01152,0.01746,-0.99978,0.00000,0.00000,0.50000,-0.00724,0.30796,0.75054,-0.59620,-0.10783,-0.26556,-0.65307,-1.41620,-0.01000,0.00000,0.00000,-2.67000,0.00000,0.00000,0.00000,-0.87000,-0.09594,1.45553,0.90576,-9.81790,-0.06833,-1.40542,-1.08076,-1.73018
41.72350,0.05344,-0.00001,0.00019,0.00052,0.01581,-0.01719,0.01569,0.23972,0.64257,0.01598,0.01703,-0.99973,0.00000,0.00000,0.50000,-0.00704,0.30786,0.75064,-0.64880,-0.10773,-0.26556,-0.65307,-1.43280,0.00000,-0.02000,0.01000,-2.61000,0.00000,0.00000,0.00000,-0.87000,-0.08298,1.50791,0.86193,-9.31020,-0.08516,-1.38693,-1.08168,-1.51727
41.74356,0.05122,-0.00000,0.00019,0.00051,0.02125,-0.01676,0.01303,0.24185,0.63192,0.02164,0.01624,-0.99963,0.00000,0.00000,0.50000,-0.00704,0.30796,0.75044,-0.70250,-0.10793,-0.26556,-0.65297,-1.44880,0.00000,0.01000,0.00000,-2.53000,-0.02000,0.00000,-0.01000,-0.81000,-0.07210,1.50015,0.83690,-8.91845,-0.07913,-1.39150,-1.07908,-1.35539
41.76340,0.05320,-0.00000,0.00018,0.00052,0.02525,-0.01668,0.00211,0.22241,0.63511,0.02582,0.01577,-0.99954,0.00000,0.00000,0.50000,-0.00684,0.30816,0.75044,-0.75560,-0.10793,-0.26566,-0.65297,-1.46450,0.03000,0.02000,0.00000,-2.67000,0.02000,0.00000,-0.02000,-0.75000,-0.06184,1.51595,0.82412,-8.46605,-0.08014,-1.41200,-1.04646,-1.06287
41.78339,0.05206,-0.00000,0.00018,0.00052,0.03022,-0.01702,-0.01041,0.20377,0.62766,0.03102,0.01550,-0.99940,0.00000,0.00000,0.50000,-0.00684,0.30816,0.75034,-0.80920,-0.10803,-0.26556,-0.65307,-1.47960,0.02000,0.00000,0.00000,-2.54000,0.01000,0.00000,0.01000,-0.77000,-0.07296,1.51884,0.80868,-8.03376,-0.08199,-1.40548,-1.03458,-0.85554
41.80342,0.05295,0.00000,0.00018,0.00053,0.03385,-0.01732,-0.01866,0.20377,0.62206,0.03483,0.01523,-0.99928,0.00000,0.00000,0.50000,-0.00634,0.30876,0.75044,-0.85590,-0.10803,-0.26556,-0.65307,-1.49160,0.04000,0.00000,0.00000,-2.49000,0.00000,0.01000,-0.01000,-0.62000,-0.07042,1.53560,0.77968,-7.57997,-0.08323,-1.42201,-1.01674,-0.52545
41.82346,0.05207,0.00000,0.00018,0.00053,0.03740,-0.01772,-0.01786,0.17208,0.59783,0.03857,0.01495,-0.99914,0.00000,0.00000,0.50000,-0.00624,0.30916,0.75034,-0.90790,-0.10793,-0.26556,-0.65297,-1.50390,0.00000,0.02000,0.01000,-2.35000,0.00000,0.00000,-0.01000,-0.50000,-0.07835,1.52911,0.76193,-7.20205,-0.07345,-1.42818,-1.00666,-0.30287
41.84348,0.05170,0.00000,0.00017,0.00053,0.04085,-0.01818,-0.01014,0.14731,0.58878,0.04222,0.01466,-0.99900,0.00000,0.00000,0.50000,-0.00614,0.30936,0.75034,-0.95400,-0.10803,-0.26556,-0.65297,-1.51260,-0.01000,0.00000,0.00000,-2.22000,0.00000,-0.01000,0.00000,-0.42000,-0.07692,1.51095,0.75040,-6.86753,-0.06406,-1.45615,-0.99705,-0.05483
41.86330,0.05106,0.00001,0.00017,0.00053,0.04358,-0.01861,-0.01786,0.14331,0.60875,0.04515,0.01431,-0.99888,0.00000,0.00000,0.50000,-0.00604,0.30936,0.75004,-0.99690,-0.10803,-0.26566,-0.65297,-1.52210,-0.01000,0.00000,-0.01000,-2.03000,-0.01000,0.00000,0.00000,-0.45000,-0.07855,1.50922,0.73725,-6.56109,-0.05407,-1.46678,-0.99246,0.21140
41.88347,0.05072,0.00000,0.00017,0.00053,0.04679,-0.01948,-0.03677,0.11855,0.57945,0.04862,0.01422,-0.99872,0.00000,0.00000,0.50000,-0.00594,0.30936,0.75024,-1.03690,-0.10803,-0.26566,-0.65307,-1.52800,0.00000,-0.01000,0.00000,-1.95000,0.02000,0.00000,0.00000,-0.22000,-0.08220,1.53285,0.72949,-6.28715,-0.05619,-1.45043,-0.98429,0.47381
41.90353,0.05133,0.00001,0.00017,0.00053,0.04846,-0.02022,-0.03278,0.09831,0.58158,0.05051,0.01424,-0.99862,0.00000,0.00000,0.50000,-0.00594,0.30946,0.75004,-1.07640,-0.10803,-0.26566,-0.65307,-1.53220,0.02000,0.01000,0.02000,-1.87000,0.00000,0.00000,0.00000,-0.18000,-0.08601,1.51689,0.71274,-5.99934,-0.05457,-1.48437,-0.97050,0.76090
41.92332,0.05015,0.00001,0.00017,0.00053,0.05069,-0.02113,-0.03731,0.09005,0.57173,0.05301,0.01420,-0.99849,0.00000,0.00000,0.50000,-0.00584,0.30916,0.75004,-1.11240,-0.10803,-0.26566,-0.65297,-1.53480,0.00000,-0.02000,0.00000,-1.75000,0.00000,0.01000,0.00000,-0.12000,-0.09189,1.51534,0.69049,-5.77597,-0.04292,-1.47962,-0.98082,0.97074
41.94327,0.05077,0.00001,0.00018,0.00054,0.05193,-0.02198,-0.04530,0.07381,0.56214,0.05451,0.01431,-0.99841,0.00000,0.00000,0.50000,-0.00584,0.30946,0.75004,-1.14590,-0.10813,-0.26576,-0.65297,-1.53730,0.00000,0.00000,0.00000,-1.57000,-0.01000,0.00000,0.00000,-0.09000,-0.08919,1.51943,0.67216,-5.54234,-0.03818,-1.49073,-0.98020,1.24763
41.96341,0.05086,0.00002,0.00017,0.00054,0.05378,-0.02325,-0.04982,0.08100,0.53525,0.05670,0.01462,-0.99828,0.00000,0.00000,0.50000,-0.00584,0.30916,0.75004,-1.17880,-0.10803,-0.26566,-0.65307,-1.53800,0.00000,0.00000,-0.01000,-1.72000,-0.01000,-0.01000,0.00000,-0.02000,-0.09238,1.50751,0.65099,-5.38460,-0.03112,-1.50024,-0.98914,1.48802
41.98337,0.05143,0.00002,0.00017,0.00054,0.05491,-0.02406,-0.04077,0.06795,0.53391,0.05808,0.01468,-0.99820,0.00000,0.00000,0.50000,-0.00584,0.30936,0.75004,-1.21030,-0.10813,-0.26576,-0.65297,-1.53790,0.00000,0.01000,0.00000,-1.44000,0.00000,0.00000,-0.01000,0.00000,-0.08577,1.50426,0.61884,-5.14352,-0.02331,-1.52787,-0.98949,1.79669
42.00330,0.05153,0.00002,0.00016,0.00054,0.05632,-0.02502,-0.04157,0.07114,0.52513,0.05980,0.01469,-0.99810,0.00000,0.00000,0.50000,-0.00574,0.30926,0.75004,-1.24020,-0.10823,-0.26576,-0.65297,-1.53760,0.01000,-0.01000,0.01000,-1.45000,0.00000,0.00000,0.00000,0.00000,-0.08442,1.50073,0.60705,-4.97952,-0.01388,-1.53085,-0.98977,2.08573
42.02328,0.05183,0.00002,0.00016,0.00055,0.05735,-0.02600,-0.05355,0.06129,0.49716,0.06113,0.01491,-0.99802,0.00000,0.00000,0.00000,-0.00574,0.30916,0.75004,-1.26790,-0.10823,-0.26586,-0.65287,-1.53710,0.00000,-0.01000,0.01000,-1.40000,0.00000,0.00000,0.00000,0.01000,-0.08745,1.50390,0.60048,-4.75555,-0.00716,-1.54634,-0.97595,2.42325
42.04327,0.06029,-0.00002,0.00022,0.00057,0.05815,-0.02690,-0.07672,-0.00822,0.42100,0.06224,0.01500,-0.99795,0.00000,0.00000,0.00000,-0.00594,0.31556,0.74994,-1.29350,-0.10883,-0.26216,-0.65287,-1.53630,0.00000,0.32000,0.05000,-1.30000,-0.05000,0.24000,0.01000,0.11000,-0.16491,2.20085,0.36519,-2.36442,-0.05887,-0.85831,-1.21167,1.48816
42.06322,0.05738,-0.00000,0.00017,0.00051,0.05720,-0.02752,-0.02026,-0.01301,0.13444,0.06149,0.01555,-0.99799,0.00000,0.00000,0.00000,-0.00574,0.32146,0.74984,-1.32550,-0.10923,-0.26146,-0.65287,-1.52720,0.00000,0.34000,0.00000,-1.54000,0.00000,-0.01000,0.00000,0.65000,-0.08922,2.04701,0.23577,-0.18429,-0.02643,-0.95710,-1.33681,0.72219
42.08328,0.04924,0.00002,0.00012,0.00044,0.05586,-0.02745,0.01915,-0.09664,-0.09220,0.06017,0.01575,-0.99806,0.00000,0.00000,0.00000,-0.00544,0.32566,0.74954,-1.35070,-0.10903,-0.26116,-0.65317,-1.51670,0.03000,0.21000,-0.04000,-1.19000,0.00000,0.06000,0.00000,0.46000,-0.02280,1.80921,0.15036,1.39921,0.06310,-1.16850,-1.43395,0.28884
42.10317,0.04351,0.00003,0.00009,0.00043,0.05511,-0.02681,-0.01494,0.02214,-0.11377,0.05928,0.01539,-0.99812,0.00000,0.00000,0.00000,-0.00544,0.32706,0.74874,-1.35850,-0.10913,-0.25906,-0.65317,-1.51180,0.00000,-0.02000,-0.01000,-0.15000,0.00000,0.11000,0.01000,0.12000,-0.01571,1.59589,0.17784,2.42002,0.16482,-1.35383,-1.46319,0.30100
42.12329,0.03837,0.00002,0.00008,0.00039,0.05529,-0.02742,-0.05808,0.03785,-0.20618,0.05952,0.01612,-0.99810,0.00000,0.00000,0.00000,-0.00564,0.32556,0.74894,-1.35410,-0.10893,-0.25636,-0.65287,-1.51170,0.00000,-0.14000,0.00000,0.23000,0.01000,0.06000,0.00000,0.00000,-0.04518,1.59408,0.23814,2.99668,0.19282,-1.35772,-1.41406,0.52495
42.14323,0.03647,0.00000,0.00008,0.00038,0.05430,-0.02758,-0.00348,-0.13099,-0.14786,0.05852,0.01670,-0.99815,0.00000,0.00000,0.00000,-0.00554,0.32416,0.74884,-1.34350,-0.10873,-0.25616,-0.65297,-1.51300,0.03000,0.00000,-0.01000,0.66000,0.00000,0.00000,0.00000,-0.13000,-0.08248,1.51598,0.24704,3.41306,0.20500,-1.47138,-1.37387,1.03202
42.16329,0.03327,0.00001,0.00006,0.00036,0.05152,-0.02636,0.03167,-0.14031,-0.19233,0.05551,0.01621,-0.99833,0.00000,0.00000,0.00000,-0.00584,0.32396,0.74894,-1.33010,-0.10823,-0.25656,-0.65297,-1.51440,-0.03000,-0.01000,-0.01000,0.75000,0.01000,-0.01000,0.00000,0.01000,-0.11263,1.55113,0.28761,3.79975,0.23756,-1.40486,-1.37424,1.53585
42.18319,0.02906,0.00001,0.00003,0.00034,0.04910,-0.02561,0.00557,-0.10409,-0.22882,0.05293,0.01617,-0.99847,0.00000,0.00000,0.00000,-0.00584,0.32266,0.74924,-1.31270,-0.10833,-0.25646,-0.65307,-1.51130,0.00000,-0.04000,0.00000,0.81000,-0.01000,0.03000,0.00000,0.12000,-0.14400,1.44901,0.40133,3.99030,0.27053,-1.45598,-1.32663,1.86676
42.20316,0.03007,-0.00001,0.00002,0.00035,0.04576,-0.02471,0.02927,-0.20663,-0.21896,0.04941,0.01611,-0.99865,0.00000,0.00000,0.00000,-0.00574,0.32226,0.74924,-1.29340,-0.10803,-0.25666,-0.65307,-1.50740,-0.01000,-0.03000,-0.01000,0.90000,0.02000,0.00000,0.00000,0.18000,-0.19893,1.41893,0.48106,4.09672,0.28540,-1.49306,-1.27457,2.19677
42.22319,0.03170,-0.00003,-0.00001,0.00037,0.04196,-0.02330,0.04951,-0.20476,-0.19952,0.04536,0.01559,-0.99885,0.00000,0.00000,0.00000,-0.00584,0.32176,0.74924,-1.27240,-0.10763,-0.25696,-0.65317,-1.49960,0.00000,-0.06000,0.00000,1.05000,0.02000,-0.02000,0.00000,0.37000,-0.24337,1.38963,0.56502,4.17702,0.30708,-1.48424,-1.25525,2.43352
42.24346,0.03170,-0.00003,-0.00000,0.00038,0.03797,-0.02172,0.02341,-0.22580,-0.17662,0.04111,0.01488,-0.99904,0.00000,0.00000,0.00000,-0.00584,0.32136,0.74914,-1.24930,-0.10763,-0.25706,-0.65317,-1.49030,-0.01000,-0.02000,0.00000,1.11000,0.01000,-0.03000,-0.01000,0.45000,-0.27672,1.37411,0.64972,4.15252,0.31844,-1.46301,-1.23387,2.48671
42.26359,0.03625,-0.00006,-0.00001,0.00042,0.03370,-0.02048,0.00770,-0.21941,-0.18407,0.03665,0.01453,-0.99922,0.00000,0.00000,0.00000,-0.00584,0.32056,0.74924,-1.22780,-0.10743,-0.25706,-0.65327,-1.48040,0.00000,-0.09000,0.00000,1.05000,0.01000,0.00000,0.00000,0.54000,-0.31714,1.36884,0.73731,4.09507,0.31368,-1.43584,-1.20385,2.41858
42.28344,0.03915,-0.00008,-0.00001,0.00044,0.03005,-0.01950,0.02049,-0.19091,-0.13028,0.03284,0.01428,-0.99936,0.00000,0.00000,0.00000,-0.00594,0.31796,0.74924,-1.20210,-0.10703,-0.25696,-0.65347,-1.46810,-0.01000,-0.16000,0.00000,1.23000,0.00000,0.01000,-0.02000,0.50000,-0.34772,1.34453,0.79057,3.97825,0.30969,-1.44098,-1.19104,2.28056
42.30346,0.04349,-0.00010,-0.00001,0.00048,0.02739,-0.01825,0.02555,-0.11661,-0.06796,0.02999,0.01354,-0.99946,0.00000,0.00000,0.00000,-0.00594,0.31326,0.74914,-1.17530,-0.10703,-0.25626,-0.65397,-1.45730,0.00000,-0.31000,0.00000,1.43000,-0.01000,0.03000,-0.01000,0.54000,-0.35325,1.41104,0.80228,3.83170,0.29287,-1.37523,-1.18756,2.15170
