t,mass_est,comx,comy,comz,pitch,roll,gyro0,gyro1,gyro2,grav0,grav1,grav2,cmd0,cmd1,cmd2,q0,q1,q2,q3,q4,q5,q6,q7,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,act0,act1,act2,act3,act4,act5,act6,act7
125.71283,3.72263,-0.00066,0.00416,0.06541,0.07168,0.03109,0.04232,-0.18266,-0.08820,0.07720,0.01144,-0.99695,0.00000,0.00000,0.00000,0.02096,0.37766,0.76444,4.42160,-0.09063,-0.32146,-0.68247,2.32530,0.00000,0.00000,-0.07000,0.22000,0.03000,0.00000,0.01000,0.03000,-0.15368,1.83798,0.08532,3.95170,0.12667,-1.59913,-0.44512,1.77706
125.73296,3.63719,-0.00070,0.00400,0.06441,0.06899,0.03009,0.02688,-0.17174,-0.10764,0.07438,0.01098,-0.99717,0.00000,0.00000,0.00000,0.02106,0.37686,0.76164,4.42670,-0.09033,-0.32136,-0.68237,2.32790,0.01000,-0.05000,-0.15000,0.22000,0.00000,0.00000,0.00000,0.07000,-0.18047,1.78191,0.14931,4.35502,0.14499,-1.66331,-0.38755,2.08295
125.75283,3.51586,-0.00047,0.00365,0.06296,0.06505,0.02890,0.05511,-0.13792,-0.08021,0.07040,0.01007,-0.99747,0.00000,0.00000,0.00000,0.02106,0.37566,0.75944,4.43390,-0.09033,-0.32166,-0.68177,2.32970,0.00000,-0.01000,-0.02000,0.44000,0.00000,0.00000,0.02000,0.05000,-0.21050,1.77832,0.15923,4.83606,0.15909,-1.69639,-0.36185,2.50338
125.77280,3.39973,-0.00040,0.00326,0.06159,0.06205,0.02849,0.06043,-0.13046,-0.06903,0.06764,0.00893,-0.99767,0.00000,0.00000,0.00000,0.02096,0.37416,0.75954,4.44630,-0.09033,-0.32176,-0.68177,2.33160,-0.01000,-0.09000,0.01000,0.59000,0.00000,-0.02000,0.00000,0.08000,-0.21683,1.79729,0.17485,5.24004,0.18461,-1.67151,-0.35401,2.85673
125.79280,3.29090,-0.00039,0.00304,0.06031,0.05958,0.02784,0.01463,-0.11901,-0.07515,0.06519,0.00825,-0.99784,0.00000,0.00000,0.00000,0.02066,0.37236,0.75904,4.46190,-0.09013,-0.32156,-0.68177,2.33580,-0.01000,-0.07000,0.00000,0.86000,0.00000,0.01000,0.00000,0.24000,-0.22866,1.81849,0.19382,5.66927,0.19652,-1.66690,-0.33482,3.29218
125.81280,3.12612,-0.00042,0.00281,0.05821,0.05697,0.02649,-0.01094,-0.17014,-0.08314,0.06225,0.00808,-0.99803,0.00000,0.00000,0.00000,0.02046,0.37146,0.75914,4.47770,-0.09013,-0.32156,-0.68177,2.34440,0.00000,0.01000,0.01000,0.79000,0.00000,0.00000,0.01000,0.48000,-0.24726,1.81703,0.20931,6.04706,0.19429,-1.67305,-0.32572,3.73471
125.83291,2.94635,-0.00046,0.00252,0.05589,0.05378,0.02463,0.00371,-0.19837,-0.06929,0.05857,0.00803,-0.99825,0.00000,0.00000,0.00000,0.02046,0.37126,0.75914,4.49530,-0.09003,-0.32186,-0.68177,2.35590,0.00000,0.00000,0.00000,0.85000,0.00000,-0.04000,0.00000,0.59000,-0.26487,1.80043,0.22648,6.48438,0.20584,-1.66942,-0.36082,4.13679
125.85283,2.81144,-0.00060,0.00235,0.05413,0.04985,0.02252,0.00637,-0.20343,-0.06956,0.05411,0.00778,-0.99850,0.00000,0.00000,0.00000,0.02036,0.37116,0.75914,4.51580,-0.08993,-0.32226,-0.68197,2.37150,0.00000,-0.01000,0.00000,1.01000,0.00000,0.00000,0.00000,0.85000,-0.27218,1.79694,0.24367,6.91314,0.23420,-1.64195,-0.42606,4.51075
125.87262,2.67902,-0.00076,0.00230,0.05216,0.04670,0.02055,-0.01494,-0.21781,-0.06796,0.05039,0.00781,-0.99870,0.00000,0.00000,0.00000,0.02036,0.37076,0.75904,4.53990,-0.08963,-0.32216,-0.68197,2.39050,0.00000,0.00000,0.02000,1.16000,0.01000,-0.01000,0.00000,0.99000,-0.28231,1.77367,0.27180,7.26135,0.26314,-1.62821,-0.48384,4.79072
125.89265,2.49678,-0.00082,0.00228,0.04885,0.04271,0.01740,-0.04476,-0.25536,-0.06929,0.04533,0.00837,-0.99894,0.00000,0.00000,0.00000,0.02026,0.37066,0.75914,4.56710,-0.08913,-0.32216,-0.68197,2.41160,0.00000,0.01000,0.01000,1.43000,0.00000,-0.03000,0.00000,1.12000,-0.29359,1.77295,0.28378,7.62037,0.27934,-1.61717,-0.53408,5.11873
125.91282,2.01352,-0.00059,0.00189,0.03872,0.03871,0.01405,-0.04316,-0.25749,-0.06636,0.04015,0.00908,-0.99915,0.00000,0.00000,0.00000,0.02016,0.37026,0.75914,4.59700,-0.08903,-0.32226,-0.68207,2.43620,-0.01000,-0.01000,0.02000,1.57000,0.02000,-0.02000,0.00000,1.26000,-0.30653,1.74399,0.29390,7.85822,0.29523,-1.59796,-0.61409,5.37288
125.93281,1.22830,-0.00038,0.00122,0.02247,0.03469,0.01080,-0.02292,-0.24711,-0.04586,0.03501,0.00968,-0.99934,0.00000,0.00000,0.00000,0.02036,0.36916,0.75984,4.63140,-0.08873,-0.32196,-0.68277,2.46590,0.02000,-0.08000,0.06000,1.69000,0.00000,0.01000,-0.04000,1.36000,-0.31092,1.71002,0.35336,8.06527,0.32883,-1.55672,-0.72694,5.58518
125.95288,0.41619,-0.00030,0.00072,0.00772,0.03106,0.00825,-0.02053,-0.22207,-0.01789,0.03058,0.00987,-0.99948,0.00000,0.00000,0.00000,0.01986,0.36656,0.76034,4.66910,-0.08873,-0.32066,-0.68387,2.49860,-0.01000,-0.20000,0.03000,1.85000,0.00000,0.03000,-0.01000,1.75000,-0.32994,1.67130,0.48234,8.25556,0.37261,-1.48448,-0.84746,5.73907
125.97288,0.14549,-0.00016,0.00049,0.00273,0.02745,0.00569,-0.02159,-0.18159,0.04682,0.02616,0.01005,-0.99961,0.00000,0.00000,0.00000,0.01906,0.36276,0.76174,4.71110,-0.08893,-0.31856,-0.68427,2.53040,-0.09000,-0.19000,0.18000,2.22000,-0.01000,0.12000,-0.02000,1.59000,-0.36262,1.64819,0.62893,8.42423,0.38958,-1.40299,-0.93922,5.77860
125.99257,0.06154,-0.00007,0.00038,0.00114,0.02496,0.00347,-0.04476,-0.16588,0.05508,0.02288,0.01055,-0.99968,0.00000,0.00000,0.00000,0.01866,0.35906,0.76794,4.76190,-0.08883,-0.31506,-0.68537,2.56760,-0.01000,-0.16000,0.24000,2.48000,0.00000,0.22000,-0.11000,1.79000,-0.38134,1.70950,0.65810,8.45852,0.37735,-1.32764,-0.96590,5.78805
126.01281,0.03733,-0.00001,0.00030,0.00067,0.02271,0.00048,-0.06633,-0.15869,-0.01816,0.01938,0.01184,-0.99974,0.00000,0.00000,0.00000,0.01866,0.35476,0.77034,4.80990,-0.08883,-0.31126,-0.68797,2.60910,0.02000,-0.26000,0.07000,2.29000,0.00000,0.14000,-0.14000,2.13000,-0.39485,1.74494,0.61243,8.41037,0.36243,-1.32763,-0.93433,5.72596
126.03249,0.03122,0.00002,0.00024,0.00052,0.02042,-0.00203,-0.02639,-0.16215,0.02179,0.01610,0.01272,-0.99979,0.00000,0.00000,0.00000,0.01876,0.35056,0.77284,4.85440,-0.08883,-0.30776,-0.69067,2.64970,-0.01000,-0.13000,0.19000,2.45000,0.00000,0.18000,-0.20000,2.08000,-0.39719,1.68902,0.53362,8.25251,0.36654,-1.39684,-0.95489,5.55506
126.05255,0.03053,0.00003,0.00020,0.00045,0.01753,-0.00415,-0.00961,-0.17094,-0.00431,0.01253,0.01294,-0.99984,0.00000,0.00000,0.00000,0.01856,0.34756,0.77824,4.90310,-0.08893,-0.30366,-0.69477,2.69170,0.00000,-0.16000,0.33000,2.28000,0.00000,0.20000,-0.20000,2.13000,-0.37151,1.75069,0.46002,8.06626,0.37589,-1.35102,-0.97766,5.33513
126.07285,0.03027,0.00004,0.00018,0.00044,0.01520,-0.00635,-0.06127,-0.15203,-0.02136,0.00937,0.01355,-0.99986,0.00000,0.00000,0.00000,0.01806,0.34476,0.78394,4.95110,-0.08923,-0.29986,-0.69837,2.73420,-0.03000,-0.11000,0.28000,2.38000,-0.02000,0.22000,-0.21000,2.14000,-0.36176,1.71242,0.43965,7.83402,0.38126,-1.38634,-0.96277,5.00109
126.09292,0.03231,0.00002,0.00017,0.00043,0.01264,-0.00942,-0.07645,-0.21568,-0.02695,0.00556,0.01475,-0.99988,0.00000,0.00000,0.00000,0.01796,0.34156,0.78734,4.99860,-0.08903,-0.29726,-0.70227,2.77390,0.02000,-0.19000,0.17000,2.21000,0.00000,0.06000,-0.22000,1.92000,-0.36381,1.71362,0.40633,7.49379,0.35626,-1.39357,-0.95334,4.62906
126.11251,0.03338,0.00001,0.00018,0.00043,0.00931,-0.01278,-0.05089,-0.22873,0.01566,0.00095,0.01579,-0.99987,0.00000,0.00000,0.00000,0.01806,0.33846,0.79054,5.04840,-0.08923,-0.29636,-0.70737,2.81150,0.01000,-0.16000,0.16000,2.48000,0.00000,0.04000,-0.23000,1.80000,-0.36111,1.70145,0.37591,7.09626,0.34300,-1.38333,-0.99941,4.28575
126.13282,0.03256,0.00000,0.00018,0.00042,0.00550,-0.01607,-0.03917,-0.28519,-0.00191,-0.00404,0.01650,-0.99986,0.00000,0.00000,0.00000,0.01796,0.33716,0.79584,5.09560,-0.08943,-0.29596,-0.71157,2.84660,-0.02000,-0.03000,0.33000,2.24000,-0.01000,0.02000,-0.19000,1.66000,-0.35096,1.72970,0.35113,6.54336,0.34081,-1.32645,-1.03959,3.85550
126.15277,0.03139,-0.00001,0.00019,0.00042,0.00079,-0.02009,-0.05728,-0.31448,-0.06690,-0.01018,0.01734,-0.99980,0.00000,0.00000,0.00000,0.01786,0.33656,0.79944,5.13990,-0.08943,-0.29616,-0.71547,2.88380,0.00000,-0.05000,0.09000,1.96000,0.02000,0.00000,-0.13000,1.89000,-0.34556,1.69824,0.34520,5.97835,0.33987,-1.34192,-1.03721,3.39131
126.17257,0.02996,-0.00002,0.00019,0.00041,-0.00342,-0.02414,-0.06474,-0.32034,-0.07728,-0.01594,0.01844,-0.99970,0.00000,0.00000,0.00000,0.01806,0.33516,0.80184,5.18180,-0.08943,-0.29606,-0.71927,2.91880,0.01000,-0.08000,0.16000,2.05000,0.01000,0.02000,-0.25000,1.65000,-0.35786,1.60668,0.36957,5.24964,0.33739,-1.37806,-1.06464,2.75854
126.19284,0.03108,-0.00002,0.00020,0.00042,-0.00847,-0.02870,-0.04503,-0.28093,-0.04879,-0.02268,0.01951,-0.99955,0.00000,0.00000,0.00000,0.01806,0.33266,0.80574,5.22880,-0.08943,-0.29616,-0.72357,2.95340,0.00000,-0.15000,0.11000,2.27000,0.00000,0.00000,-0.17000,1.55000,-0.36125,1.59247,0.36806,4.37509,0.33908,-1.38477,-1.07652,2.17176
126.21286,0.03100,-0.00004,0.00020,0.00043,-0.01289,-0.03226,-0.03970,-0.26362,-0.02349,-0.02833,0.02009,-0.99940,0.00000,0.00000,0.00000,0.01786,0.32786,0.80684,5.27130,-0.08953,-0.29516,-0.72607,2.98040,-0.02000,-0.29000,0.00000,2.13000,0.00000,0.06000,-0.07000,1.33000,-0.36317,1.60087,0.35744,3.21695,0.32724,-1.33867,-1.09586,1.36003
126.23287,0.03118,-0.00005,0.00021,0.00043,-0.01665,-0.03556,-0.04609,-0.24604,-0.02029,-0.03328,0.02081,-0.99923,0.00000,0.00000,0.00000,0.01786,0.32116,0.80794,5.31960,-0.09013,-0.29336,-0.72877,3.00900,0.00000,-0.27000,0.12000,2.25000,-0.06000,0.09000,-0.12000,1.35000,-0.36263,1.60550,0.39532,1.95497,0.30439,-1.29289,-1.11396,0.45585
126.25290,0.03250,-0.00006,0.00020,0.00044,-0.02043,-0.03903,-0.04982,-0.25137,-0.04452,-0.03836,0.02163,-0.99903,0.00000,0.00000,0.00000,0.01786,0.31586,0.81064,5.35580,-0.09033,-0.29296,-0.73077,3.03030,0.00000,-0.24000,0.04000,1.72000,0.00000,0.03000,-0.02000,1.10000,-0.37458,1.58712,0.42196,0.41642,0.28906,-1.27858,-1.11887,-0.62742
126.27288,0.03388,-0.00007,0.00020,0.00046,-0.02389,-0.04240,-0.04876,-0.21195,-0.03760,-0.04310,0.02255,-0.99882,0.00000,0.00000,0.00000,0.01786,0.30996,0.81094,5.38950,-0.09043,-0.29196,-0.73157,3.04540,0.00000,-0.34000,0.00000,1.51000,0.00000,0.01000,0.00000,0.66000,-0.37947,1.55784,0.45280,-1.28352,0.27178,-1.27547,-1.12104,-1.83422
126.29279,0.03444,-0.00008,0.00021,0.00046,-0.02633,-0.04488,-0.05222,-0.17280,-0.02828,-0.04651,0.02327,-0.99865,0.00000,0.00000,0.00000,0.01786,0.30416,0.81214,5.41610,-0.09043,-0.29106,-0.73297,3.05490,0.00000,-0.22000,0.05000,1.14000,0.00000,0.06000,-0.03000,0.32000,-0.38215,1.55137,0.50306,-3.21376,0.25020,-1.24613,-1.12578,-3.12758
126.31280,0.03589,-0.00009,0.00020,0.00046,-0.02887,-0.04783,-0.05755,-0.16987,-0.09113,-0.05027,0.02430,-0.99844,0.00000,0.00000,0.00000,0.01786,0.30136,0.81334,5.43070,-0.09053,-0.29066,-0.73327,3.05560,0.00000,-0.07000,0.00000,0.47000,0.00000,-0.01000,0.00000,-0.04000,-0.37304,1.55102,0.54758,-5.17778,0.21569,-1.22547,-1.11581,-4.47975
126.33276,0.03664,-0.00010,0.00019,0.00047,-0.03041,-0.05003,-0.05648,-0.13099,-0.11643,-0.05281,0.02519,-0.99829,0.00000,0.00000,0.00000,0.01796,0.30096,0.81354,5.43050,-0.09053,-0.29046,-0.73417,3.05090,0.00000,0.01000,0.00000,-0.12000,0.00000,0.02000,-0.06000,-0.29000,-0.35467,1.46180,0.57991,-7.20702,0.18770,-1.27114,-1.14558,-5.90933
126.35280,0.03881,-0.00011,0.00020,0.00049,-0.03179,-0.05157,-0.03358,-0.06468,-0.07888,-0.05486,0.02559,-0.99817,0.00000,0.00000,0.00000,0.01796,0.30116,0.81584,5.42250,-0.09073,-0.29046,-0.73497,3.04030,-0.02000,0.03000,0.20000,-0.44000,-0.03000,0.00000,0.00000,-0.66000,-0.31159,1.42502,0.60368,-9.14577,0.16527,-1.28821,-1.18398,-7.37198
126.37279,0.04094,-0.00013,0.00022,0.00051,-0.03218,-0.05237,-0.03651,-0.02234,-0.04879,-0.05566,0.02598,-0.99811,0.00000,0.00000,0.00000,0.01786,0.30156,0.81854,5.40740,-0.09143,-0.29016,-0.73487,3.01750,0.00000,0.00000,0.09000,-0.89000,-0.05000,0.00000,0.00000,-1.15000,-0.26343,1.44959,0.63173,-10.99151,0.13486,-1.24938,-1.19237,-8.86258
126.39279,0.04414,-0.00014,0.00022,0.00054,-0.03094,-0.05286,-0.06181,0.06901,-0.03600,-0.05491,0.02703,-0.99813,0.00000,0.00000,0.00000,0.01796,0.30206,0.81944,5.38130,-0.09183,-0.29016,-0.73487,2.98820,-0.01000,0.01000,0.09000,-1.62000,-0.01000,0.01000,0.01000,-1.69000,-0.23767,1.47188,0.65651,-12.68109,0.09216,-1.22177,-1.19555,-10.27807
126.41278,0.04572,-0.00015,0.00024,0.00055,-0.02848,-0.05246,-0.06633,0.13905,-0.02988,-0.05266,0.02803,-0.99822,0.00000,0.00000,0.00000,0.01816,0.30396,0.82224,5.33830,-0.09183,-0.29016,-0.73497,2.94500,0.00000,0.11000,0.11000,-2.22000,0.00000,0.01000,0.00000,-2.16000,-0.20292,1.49776,0.63578,-14.16053,0.03924,-1.21195,-1.21147,-11.57100
126.43259,0.04952,-0.00015,0.00024,0.00058,-0.02401,-0.05046,-0.03384,0.28180,-0.00378,-0.04785,0.02881,-0.99844,0.00000,0.00000,0.00000,0.01826,0.30606,0.82464,5.28440,-0.09243,-0.28936,-0.73527,2.89380,0.00000,0.11000,0.04000,-2.85000,-0.03000,0.10000,-0.03000,-2.73000,-0.15734,1.51736,0.60845,-15.36248,0.00460,-1.21616,-1.22599,-12.67321
126.45278,0.05086,-0.00014,0.00024,0.00058,-0.01785,-0.04675,-0.02346,0.41123,-0.01576,-0.04068,0.02911,-0.99875,0.00000,0.00000,0.00000,0.01846,0.30626,0.82644,5.21830,-0.09303,-0.28796,-0.73627,2.83390,0.00000,0.01000,0.11000,-3.39000,-0.04000,0.11000,-0.05000,-3.20000,-0.09893,1.57676,0.54815,-16.07521,-0.01699,-1.21422,-1.25936,-13.44837
126.47285,0.05370,-0.00013,0.00022,0.00059,-0.00959,-0.04173,-0.02798,0.53613,-0.03334,-0.03103,0.02948,-0.99908,0.00000,0.00000,0.00000,0.01856,0.30606,0.82804,5.13890,-0.09353,-0.28406,-0.73627,2.76220,0.00000,-0.05000,0.03000,-4.11000,-0.01000,0.18000,0.01000,-3.61000,-0.05147,1.60602,0.50685,-16.40729,-0.02888,-1.23794,-1.25436,-13.89552
126.49282,0.05564,-0.00013,0.00022,0.00059,0.00141,-0.03541,-0.04316,0.59658,-0.03440,-0.01841,0.03028,-0.99937,0.00000,0.00000,0.00000,0.01926,0.30646,0.82934,5.04780,-0.09363,-0.28126,-0.73637,2.68100,0.03000,0.02000,0.06000,-4.54000,0.00000,0.12000,-0.02000,-4.16000,-0.01315,1.63279,0.45494,-16.29099,-0.04080,-1.26351,-1.26129,-14.06883
126.51284,0.05758,-0.00012,0.00023,0.00060,0.01109,-0.02977,-0.04210,0.64079,-0.02482,-0.00725,0.03092,-0.99950,0.00000,0.00000,0.00000,0.01926,0.30766,0.83034,4.95150,-0.09363,-0.27886,-0.73637,2.59360,0.02000,0.07000,0.01000,-4.91000,0.00000,0.09000,0.00000,-4.51000,0.02618,1.69730,0.37700,-15.74713,-0.04550,-1.28642,-1.24938,-13.81489
126.53280,0.05614,-0.00011,0.00026,0.00059,0.02326,-0.02228,-0.02985,0.65730,-0.02615,0.00701,0.03143,-0.99948,0.00000,0.00000,0.00000,0.01976,0.30766,0.83044,4.85110,-0.09353,-0.27686,-0.73627,2.50060,0.04000,0.00000,0.00000,-5.02000,0.00000,0.09000,0.00000,-4.63000,0.05414,1.72543,0.31576,-15.04684,-0.04998,-1.27647,-1.25135,-13.50109
126.55277,0.05753,-0.00010,0.00029,0.00060,0.03337,-0.01564,-0.00481,0.66449,-0.03281,0.01907,0.03152,-0.99932,0.00000,0.00000,0.00000,0.02056,0.30756,0.83054,4.74980,-0.09363,-0.27546,-0.73627,2.40330,0.00000,-0.01000,0.01000,-5.01000,0.00000,0.05000,0.00000,-4.89000,0.08355,1.77601,0.25854,-14.12051,-0.05118,-1.29099,-1.23515,-12.92350
126.57284,0.05627,-0.00009,0.00033,0.00062,0.04520,-0.00768,0.00051,0.63999,-0.05358,0.03328,0.03150,-0.99895,0.00000,0.00000,0.00000,0.02056,0.30756,0.83064,4.64280,-0.09363,-0.27406,-0.73617,2.29910,0.00000,-0.03000,0.00000,-5.02000,0.01000,0.03000,0.00000,-4.93000,0.08995,1.78325,0.23657,-13.27678,-0.04185,-1.29195,-1.19716,-12.32284
126.59287,0.05930,-0.00008,0.00036,0.00068,0.05444,-0.00135,0.00264,0.61469,-0.07302,0.04444,0.03144,-0.99852,0.00000,0.00000,0.00000,0.02046,0.30766,0.83064,4.54560,-0.09373,-0.27296,-0.73587,2.20470,0.00000,-0.01000,-0.02000,-4.99000,0.01000,0.03000,0.02000,-4.83000,0.09431,1.80922,0.20614,-12.29556,-0.04446,-1.32731,-1.14117,-11.52442
126.61276,0.05845,-0.00007,0.00037,0.00072,0.06534,0.00644,0.00557,0.60271,-0.10658,0.05773,0.03116,-0.99785,0.00000,0.00000,0.00000,0.02076,0.30756,0.83064,4.44720,-0.09373,-0.27046,-0.73427,2.10670,0.03000,0.00000,0.00000,-4.76000,0.00000,0.14000,0.06000,-4.71000,0.08142,1.79497,0.18446,-11.46194,-0.03913,-1.33587,-1.10488,-10.87320
126.63297,0.06502,-0.00008,0.00040,0.00084,0.07400,0.01251,-0.00402,0.55930,-0.11244,0.06821,0.03113,-0.99719,0.00000,0.00000,0.00000,0.02136,0.30776,0.83064,4.35010,-0.09383,-0.26916,-0.73297,2.01380,0.02000,0.02000,-0.01000,-4.74000,0.00000,0.07000,0.00000,-4.48000,0.07717,1.80289,0.17197,-10.55368,-0.02907,-1.38912,-1.03524,-10.07548
126.65261,0.07882,-0.00009,0.00045,0.00111,0.08352,0.01951,0.01809,0.52015,-0.08580,0.07990,0.03087,-0.99632,0.00000,0.00000,0.00000,0.02146,0.30846,0.83044,4.25970,-0.09373,-0.26856,-0.73267,1.92270,0.00000,0.04000,0.00000,-4.39000,0.00000,0.00000,0.00000,-4.45000,0.05281,1.80982,0.14654,-9.70500,-0.02093,-1.39183,-0.99595,-9.38623
126.67252,0.10708,-0.00012,0.00050,0.00159,0.09050,0.02499,0.03034,0.46556,-0.07275,0.08867,0.03041,-0.99560,0.00000,0.00000,0.00000,0.02166,0.30946,0.83034,4.17340,-0.09373,-0.26866,-0.73267,1.83360,0.01000,0.01000,0.00000,-4.25000,0.00000,-0.04000,0.00000,-4.40000,0.06193,1.87786,0.09687,-8.73117,-0.01878,-1.40231,-0.94068,-8.50550
126.69251,0.16095,-0.00013,0.00057,0.00252,0.09841,0.03148,0.02555,0.46156,-0.06343,0.09876,0.02969,-0.99467,0.00000,0.00000,0.00000,0.02286,0.30966,0.83024,4.09050,-0.09373,-0.26876,-0.73267,1.74930,0.07000,0.00000,0.00000,-4.04000,0.00000,0.00000,0.00000,-4.10000,0.05139,1.89769,0.05373,-7.82193,-0.01225,-1.40602,-0.89591,-7.70414
126.71279,0.48688,-0.00018,0.00091,0.00792,0.10480,0.03632,0.00477,0.41389,-0.06849,0.10667,0.02948,-0.99386,0.00000,0.00000,0.00000,0.02366,0.30966,0.83034,4.00840,-0.09373,-0.26866,-0.73277,1.66630,0.08000,0.00000,0.00000,-3.94000,0.00000,0.00000,0.00000,-3.85000,0.03811,1.96035,0.01593,-6.79491,-0.00147,-1.42862,-0.81066,-6.79729
126.73254,1.41093,-0.00009,0.00160,0.02343,0.11083,0.04086,0.01383,0.34438,-0.04373,0.11411,0.02935,-0.99303,0.00000,0.00000,0.00000,0.02366,0.31096,0.83004,3.93610,-0.09353,-0.26896,-0.73277,1.59110,-0.06000,0.03000,0.00000,-3.50000,0.01000,-0.01000,0.00000,-3.71000,0.00716,2.01110,-0.10750,-5.82721,0.00112,-1.46404,-0.72235,-5.94256
126.75249,2.42812,-0.00053,0.00321,0.04499,0.11492,0.04377,0.01969,0.19205,-0.00724,0.11907,0.02933,-0.99245,0.00000,0.00000,0.00000,0.02486,0.31276,0.82824,3.87490,-0.09273,-0.27106,-0.73157,1.52200,0.12000,0.09000,-0.03000,-2.95000,0.00000,-0.11000,0.01000,-3.22000,0.02829,2.14343,-0.38306,-4.87738,-0.00760,-1.51711,-0.60308,-5.00733
126.77262,2.60655,-0.00065,0.00366,0.04869,0.11715,0.04633,0.02768,0.12121,-0.13560,0.12227,0.02873,-0.99208,0.00000,0.00000,0.00000,0.02786,0.31746,0.82614,3.81550,-0.09333,-0.27196,-0.73027,1.46690,0.13000,0.31000,-0.04000,-3.28000,0.01000,-0.05000,0.02000,-2.82000,0.03339,2.25108,-0.67891,-4.06238,-0.02159,-1.54377,-0.50577,-4.22495
126.79247,2.99564,-0.00099,0.00434,0.05586,0.11765,0.04812,0.06017,0.02241,-0.24746,0.12357,0.02807,-0.99194,0.00000,0.00000,0.00000,0.02736,0.32506,0.82224,3.75000,-0.09303,-0.27466,-0.72857,1.41490,-0.03000,0.45000,-0.11000,-3.09000,-0.02000,-0.17000,0.07000,-2.37000,0.04054,2.10654,-0.68973,-3.24817,0.03355,-1.69784,-0.44091,-3.57957
126.81280,3.14851,-0.00127,0.00446,0.05862,0.11621,0.04859,0.07828,-0.08971,-0.16596,0.12257,0.02736,-0.99208,0.49000,0.08000,0.00000,0.02786,0.33296,0.81854,3.69100,-0.09303,-0.27996,-0.72687,1.36510,0.02000,0.47000,-0.21000,-2.75000,-0.02000,-0.27000,0.05000,-2.40000,0.04933,1.98645,-0.68169,-2.51966,0.05335,-1.84575,-0.40383,-2.90624
126.83281,3.23552,-0.00196,0.00450,0.05995,0.11321,0.04850,0.06310,-0.05270,-0.09140,0.12003,0.02600,-0.99243,0.49000,0.08000,0.00000,0.02756,0.33856,0.81544,3.64490,-0.09323,-0.28226,-0.72297,1.31640,-0.02000,0.17000,-0.21000,-2.18000,0.02000,0.00000,0.21000,-2.36000,0.05709,1.59159,-0.43025,-2.41370,-0.01861,-1.37825,-0.46802,-2.94273
126.85279,3.93479,-0.00510,0.00454,0.06855,0.11240,0.04956,0.04179,0.04291,-0.12762,0.11992,0.02496,-0.99247,0.49000,0.08000,0.00000,0.02756,0.33936,0.81084,3.60690,-0.09353,-0.28236,-0.71687,1.27710,0.01000,0.00000,-0.34000,-1.89000,0.00000,0.04000,0.29000,-1.86000,0.05580,1.60912,-0.20341,-2.40258,-0.09494,-1.36577,-0.44196,-3.06930
126.87271,4.25930,-0.00558,0.00484,0.07239,0.11307,0.05123,0.03353,0.07434,-0.09672,0.12137,0.02426,-0.99231,0.49000,0.08000,0.00000,0.02766,0.33806,0.80534,3.57340,-0.09333,-0.28166,-0.71177,1.23950,0.03000,-0.04000,-0.29000,-1.58000,0.02000,0.02000,0.24000,-1.92000,0.03497,1.58493,-0.14777,-2.39710,-0.11835,-1.40862,-0.40519,-3.11748
126.89277,4.33168,-0.00524,0.00515,0.07296,0.11307,0.05270,0.06123,0.02294,-0.06370,0.12219,0.02324,-0.99224,0.49000,0.08000,0.00000,0.02756,0.33816,0.80104,3.53770,-0.09343,-0.28176,-0.70687,1.20000,0.02000,0.01000,-0.20000,-1.67000,0.00000,-0.03000,0.27000,-1.89000,0.02564,1.66753,-0.20500,-2.25928,-0.12865,-1.40051,-0.35116,-2.91006
126.91294,4.23400,-0.00462,0.00525,0.07167,0.11263,0.05407,0.07295,0.02986,-0.07036,0.12259,0.02205,-0.99221,0.49000,0.08000,0.00000,0.02776,0.33856,0.79554,3.50350,-0.09343,-0.28206,-0.70217,1.16340,0.00000,0.00000,-0.33000,-1.82000,-0.01000,0.00000,0.23000,-1.78000,0.02784,1.70957,-0.27440,-1.93982,-0.12819,-1.38056,-0.33482,-2.68571
126.93257,4.14270,-0.00460,0.00586,0.07051,0.11234,0.05587,0.07455,0.05596,-0.09939,0.12337,0.02065,-0.99215,0.49000,0.08000,0.00000,0.02756,0.33856,0.78974,3.46780,-0.09343,-0.28206,-0.69657,1.12750,0.00000,0.01000,-0.23000,-1.58000,0.00000,0.01000,0.26000,-1.73000,0.03626,1.70544,-0.26514,-1.49144,-0.11728,-1.38155,-0.33851,-2.41528
126.95249,3.99692,-0.00438,0.00623,0.06884,0.11248,0.05757,0.05431,0.06235,-0.08021,0.12444,0.01957,-0.99203,0.49000,0.08000,0.00000,0.02756,0.33866,0.78554,3.43560,-0.09343,-0.28206,-0.69207,1.09430,0.00000,0.01000,-0.25000,-1.56000,-0.03000,0.01000,0.17000,-1.51000,0.03258,1.67779,-0.21713,-1.07326,-0.11423,-1.40324,-0.32917,-2.02579
126.97262,3.73875,-0.00402,0.00644,0.06583,0.11290,0.05919,0.02661,0.05143,-0.07622,0.12568,0.01872,-0.99189,0.49000,0.08000,0.00000,0.02756,0.33846,0.77974,3.40720,-0.09333,-0.28196,-0.68787,1.06150,0.00000,0.00000,-0.26000,-1.30000,0.01000,0.00000,0.21000,-1.59000,0.00961,1.69795,-0.17515,-0.54696,-0.11595,-1.37036,-0.32650,-1.60899
